Anime_id,Title,Type,Rating,ScoredBy,Popularity,Members,Episodes,Source,Aired,Link,Genre,Producer,Studio
33960,Chou Do M na Hentai Mesu-tachi Otokoton Choukyou Itashimasu!,OVA,7.18,70,8562,1126,,Unknown,11-Nov-16,https://myanimelist.net/anime/33960/Chou_Do_M_na_Hentai_Mesu-tachi_Otokoton_Choukyou_Itashimasu,['Hentai'],,
33962,Shoujo-tachi no Sadism The Animation,OVA,6.89,1439,5389,3613,2,Manga,"Sep 2, 2016 to Dec 2, 2016",https://myanimelist.net/anime/33962/Shoujo-tachi_no_Sadism_The_Animation,['Hentai'],['Chippai'],
33964,91 Days Recap,Special,6.37,8268,3311,15192,1,Original,26-Aug-16,https://myanimelist.net/anime/33964/91_Days_Recap,"['Action', 'Historical', 'Drama']","['Shochiku', 'Mainichi Broadcasting System']",['Shuka']
33966,Yume Oukoku to Nemureru 100-nin no Ouji-sama,TV,,,4045,1480,,Game,"Jul 5, 2018 to Sep 20, 2018",https://myanimelist.net/anime/33966/Yume_Oukoku_to_Nemureru_100-nin_no_Ouji-sama,"['Game', 'Fantasy']",,
33969,Shuangsheng Lingtan,ONA,7.5,1103,4386,6520,20,Manga,"Aug 25, 2016 to Jan 5, 2017",https://myanimelist.net/anime/33969/Shuangsheng_Lingtan,"['Mystery', 'Psychological']",['Tencent Animation'],['G.CMay Animation &amp; Film']
33970,Girls & Panzer: Saishuushou Part 1,Movie,8.24,1934,3059,12308,6,Original,9-Dec-17,https://myanimelist.net/anime/33970/Girls___Panzer__Saishuushou_Part_1,"['Military', 'School']",,['Actas']
33972,Cyphers,ONA,4.84,43,10804,268,3,Game,"Jun 8, 2011 to May 14, 2016",https://myanimelist.net/anime/33972/Cyphers,['Action'],,
33975,3-Nen D-Gumi Glass no Kamen,TV,4.97,452,8286,1367,13,Manga,"Oct 3, 2016 to Dec 26, 2016",https://myanimelist.net/anime/33975/3-Nen_D-Gumi_Glass_no_Kamen,"['Comedy', 'Parody', 'School']",,['DLE']
33978,0-sen Hayato Pilot,OVA,5.33,30,12958,131,1,Manga,1985,https://myanimelist.net/anime/33978/0-sen_Hayato_Pilot,"['Military', 'Historical']",,
33979,Kowaremono: Risa Plus The Animation,OVA,6.72,1315,5860,3283,1,Manga,7-Oct-16,https://myanimelist.net/anime/33979/Kowaremono__Risa_Plus_The_Animation,['Hentai'],['BOOTLEG'],['Studio 1st']
33980,Mirai ni Mukete: Bousai wo Kangaeru,Movie,6.89,9,13291,151,1,Original,7-Sep-16,https://myanimelist.net/anime/33980/Mirai_ni_Mukete__Bousai_wo_Kangaeru,['Drama'],,
33981,Pretty x Cation 2 The Animation,OVA,7.32,1151,5741,3370,2,Visual novel,"Nov 25, 2016 to Jan 27, 2017",https://myanimelist.net/anime/33981/Pretty_x_Cation_2_The_Animation,['Hentai'],['Pink Pineapple'],['T-Rex']
33982,Ishiyama-dera Digital Engi Emaki,Special,5.33,3,14916,84,1,Other,9-Sep-16,https://myanimelist.net/anime/33982/Ishiyama-dera_Digital_Engi_Emaki,['Historical'],,
33983,Onihei,TV,7.37,8844,2540,26081,13,Novel,"Jan 10, 2017 to Apr 4, 2017",https://myanimelist.net/anime/33983/Onihei,"['Historical', 'Seinen']","['TV Tokyo', 'TMS Entertainment', 'Bungeishunjuu', 'Jidaigeki Channel']",['M2']
33985,Bloodivores,TV,5.69,22018,1465,61280,12,Web manga,"Oct 1, 2016 to Dec 17, 2016",https://myanimelist.net/anime/33985/Bloodivores,"['Action', 'Supernatural', 'Vampire']",['Emon'],"['Creators in Pack', 'Namu Animation']"
33986,Elite Banana Banao,ONA,6.46,26,11376,295,,Other,"Dec 24, 2015 to Aug 8, 2016",https://myanimelist.net/anime/33986/Elite_Banana_Banao,"['Slice of Life', 'Comedy', 'Parody']",,
33988,Demi-chan wa Kataritai,TV,7.76,93684,399,180044,12,Manga,"Jan 8, 2017 to Mar 26, 2017",https://myanimelist.net/anime/33988/Demi-chan_wa_Kataritai,"['Comedy', 'Vampire', 'Fantasy', 'School', 'Seinen']","['Aniplex', 'Kodansha', 'Kanetsu Co., LTD.']",['A-1 Pictures']
33993,300 En no Otsukiai Anime Edition,OVA,6.42,1266,5825,2938,1,Manga,2-Sep-16,https://myanimelist.net/anime/33993/300_En_no_Otsukiai_Anime_Edition,['Hentai'],,['Chippai']
33994,Servamp Specials,Special,7.24,702,3988,8499,3,Manga,"Nov 25, 2016 to Feb 24, 2017",https://myanimelist.net/anime/33994/Servamp_Specials,"['Comedy', 'Josei']",,
33997,Yu☆Gi☆Oh! The Dark Side of Dimensions Special: Eien no Rival - Yuugi to Kaiba!,Special,6.9,347,7318,1830,1,Manga,17-Apr-16,https://myanimelist.net/anime/33997/Yu%E2%98%86Gi%E2%98%86Oh_The_Dark_Side_of_Dimensions_Special__Eien_no_Rival_-_Yuugi_to_Kaiba,"['Adventure', 'Game', 'Shounen']","['TV Tokyo', 'Nihon Ad Systems']",['Studio Gallop']
33998,Sugar Bunnies: Taisetsu na Tomodachi e...,Special,5.33,9,14263,98,1,Original,20-Nov-07,https://myanimelist.net/anime/33998/Sugar_Bunnies__Taisetsu_na_Tomodachi_e,['Kids'],['Sanrio'],['Asahi Production']
33999,Sugar Bunnies Chocolate! Specials,Special,6.25,8,14239,96,2,Original,4-Feb-09,https://myanimelist.net/anime/33999/Sugar_Bunnies_Chocolate_Specials,['Kids'],['Sanrio'],['Asahi Production']
34000,Sugar Bunnies Fleur Specials,Special,5,7,14511,86,2,Original,19-Jan-10,https://myanimelist.net/anime/34000/Sugar_Bunnies_Fleur_Specials,['Kids'],['Sanrio'],['Asahi Production']
34003,Nameless,Music,6.46,559,8246,1615,1,Original,7-Sep-16,https://myanimelist.net/anime/34003/Nameless,"['Music', 'Romance']",['Warner Bros.'],
34005,Bakukyuu Renpatsu! Super B-Daman Specials,Special,5,16,13938,88,2,Manga,"Mar 29, 1999 to May 31, 1999",https://myanimelist.net/anime/34005/Bakukyuu_Renpatsu_Super_B-Daman_Specials,"['Adventure', 'Game']",,['Xebec']
34006,Kakuchou Shoujo-kei Trinary,ONA,6.88,116,3373,10607,34,Original,"Apr 12, 2017 to Nov 29, 2017",https://myanimelist.net/anime/34006/Kakuchou_Shoujo-kei_Trinary,['Sci-Fi'],"['Toei Animation', 'Koei Tecmo Games']",['feel.']
34008,Days (TV) OVA,OVA,6.76,338,5251,5478,2,Manga,"Mar 17, 2017 to May 17, 2017",https://myanimelist.net/anime/34008/Days_TV_OVA,"['Sports', 'School', 'Shounen']",,['MAPPA']
34009,To Be Hero,TV,6.97,13262,2122,29029,12,Original,"Oct 5, 2016 to Dec 21, 2016",https://myanimelist.net/anime/34009/To_Be_Hero,['Comedy'],"['Emon', 'Studio LAN']",['Haoliners Animation League']
34012,Isekai Shokudou,TV,7.39,37764,931,90290,12,Light novel,"Jul 4, 2017 to Sep 19, 2017",https://myanimelist.net/anime/34012/Isekai_Shokudou,"['Comedy', 'Fantasy', 'Mystery']","['TV Tokyo', 'Sotsu', 'flying DOG', 'Nikkatsu', 'Avex Pictures', 'Dai Nippon Printing', 'Shufunotomo']",['Silver Link.']
34013,Hagane Orchestra,TV,5.66,911,6434,3155,12,Game,"Oct 10, 2016 to Dec 26, 2016",https://myanimelist.net/anime/34013/Hagane_Orchestra,"['Game', 'Adventure', 'Comedy', 'Parody']",,['Fanworks']
34014,Hoshi no Oujisama Petit☆Prince Specials,Special,5.75,12,14501,74,4,Book,22-Dec-06,https://myanimelist.net/anime/34014/Hoshi_no_Oujisama_Petit%E2%98%86Prince_Specials,['Adventure'],['Knack Productions'],
34015,Seikatsu Shidou!! Anime Edition,OVA,6.13,1108,6401,2742,2,Manga,"Oct 7, 2016 to Nov 4, 2016",https://myanimelist.net/anime/34015/Seikatsu_Shidou_Anime_Edition,['Hentai'],['Chippai'],
34016,Hatsukoi Monster: Mou Chotto dake Tsuzukunja,OVA,6.48,420,5486,4792,1,Manga,7-Feb-17,https://myanimelist.net/anime/34016/Hatsukoi_Monster__Mou_Chotto_dake_Tsuzukunja,"['Comedy', 'Romance', 'School', 'Shoujo']",,['Studio Deen']
34019,Tsugumomo,TV,7.13,24240,1265,61838,12,Manga,"Apr 2, 2017 to Jun 18, 2017",https://myanimelist.net/anime/34019/Tsugumomo,"['Action', 'Comedy', 'Supernatural', 'Ecchi', 'School', 'Seinen']","['Animax', 'Toei Video', 'Pony Canyon', 'Studio NOIX', 'Hakuhodo DY Music &amp; Pictures', 'Futabasha', 'Hakuhodo', 'Kakao Japan', 'My Theater D.D.']",['Zero-G']
34021,Lupin the IIIrd: Chikemuri no Ishikawa Goemon,Movie,7.85,3322,3322,11587,1,Manga,4-Feb-17,https://myanimelist.net/anime/34021/Lupin_the_IIIrd__Chikemuri_no_Ishikawa_Goemon,"['Action', 'Adventure', 'Comedy', 'Drama', 'Seinen']",['TMS Entertainment'],['Telecom Animation Film']
34022,Whistle! (ONA),ONA,6,16,10114,626,,Manga,"Dec 17, 2016 to ?",https://myanimelist.net/anime/34022/Whistle_ONA,"['Sports', 'School', 'Shounen']",,
34028,Idol Jihen,TV,5.7,2537,4179,9648,12,Original,"Jan 8, 2017 to Mar 26, 2017",https://myanimelist.net/anime/34028/Idol_Jihen,['Music'],"['BS Fuji', 'MAGES.', 'Docomo Anime Store', 'bilibili', 'Crunchyroll SC Anime Fund']","['MAPPA', 'Studio VOLN']"
34030,Bokura no Sex,OVA,6.42,1016,6381,2673,2,Manga,"Nov 25, 2016 to Jan 27, 2017",https://myanimelist.net/anime/34030/Bokura_no_Sex,['Hentai'],,['Queen Bee']
34032,King of Prism: Pride the Hero,Movie,6.99,82,7120,1861,1,Original,10-Jun-17,https://myanimelist.net/anime/34032/King_of_Prism__Pride_the_Hero,"['Music', 'Sports', 'Shoujo']",['Avex Pictures'],['Tatsunoko Production']
34034,Pokemon Sun & Moon,TV,6.95,8673,2033,28091,,Game,"Nov 17, 2016 to Nov 3, 2019",https://myanimelist.net/anime/34034/Pokemon_Sun___Moon,"['Action', 'Fantasy', 'Game', 'Kids', 'School']",['TV Tokyo'],['OLM']
34036,Detective Conan: Episode One - The Great Detective Turned Small,Special,8.47,4304,3468,10273,1,Manga,9-Dec-16,https://myanimelist.net/anime/34036/Detective_Conan__Episode_One_-_The_Great_Detective_Turned_Small,"['Adventure', 'Mystery', 'Comedy', 'Police', 'Shounen']",['YTV'],['TMS Entertainment']
34037,Kitakaze no Kureta Table-kake,Movie,4.55,11,15224,54,1,Other,1967,https://myanimelist.net/anime/34037/Kitakaze_no_Kureta_Table-kake,"['Fantasy', 'Historical']",['Gakken'],['Gakken Eigakyoku']
34038,Umihiko Yamahiko,Movie,5.14,21,13694,107,1,Other,1-Aug-68,https://myanimelist.net/anime/34038/Umihiko_Yamahiko,"['Fantasy', 'Historical']",['Gakken'],
34039,L'Œil du cyclone,Music,5.78,133,11473,226,1,Music,2-Nov-15,https://myanimelist.net/anime/34039/L%C5%92il_du_cyclone,"['Music', 'Dementia']",,
34048,Seoul-yeok,Movie,5.95,864,6454,2371,1,Unknown,18-Aug-16,https://myanimelist.net/anime/34048/Seoul-yeok,"['Horror', 'Thriller']",,['Studio Dadashow']
34050,Tonari no Onigiri-kun,Special,5.09,23,11011,188,,Original,"Aug 30, 2016 to Nov 1, 2016",https://myanimelist.net/anime/34050/Tonari_no_Onigiri-kun,['Slice of Life'],,['Studio Ghibli']
34051,Akiba's Trip The Animation,TV,6.71,27918,1152,74456,13,Game,"Jan 4, 2017 to Mar 29, 2017",https://myanimelist.net/anime/34051/Akibas_Trip_The_Animation,"['Action', 'Comedy', 'Supernatural', 'Ecchi']","['AT-X', 'DLE', 'Studio Mausu', 'BS Fuji', 'Tokyo MX', 'Evil Line Records', 'Docomo Anime Store', 'bilibili', 'DMM.com', 'Sotsu Music Publishing', 'EXA International']",['Gonzo']
34052,100% Pascal-sensei (TV),TV,5.61,311,8096,1419,36,Manga,"Apr 15, 2017 to Dec 16, 2017",https://myanimelist.net/anime/34052/100_Pascal-sensei_TV,['Comedy'],"['Dentsu', 'Shogakukan Productions', 'Asatsu DK', 'Mainichi Broadcasting System', 'Nippon Columbia', 'Shogakukan', 'Sumitomo']",['OLM']
34055,Berserk 2nd Season,TV,7.08,34135,1135,70705,12,Manga,"Apr 7, 2017 to Jun 23, 2017",https://myanimelist.net/anime/34055/Berserk_2nd_Season,"['Action', 'Adventure', 'Demons', 'Drama', 'Fantasy', 'Horror', 'Magic', 'Military', 'Romance', 'Supernatural']","['WOWOW', 'Mainichi Broadcasting System', 'Hakusensha', 'Ultra Super Pictures', 'LIDENFILMS', 'NBCUniversal Entertainment Japan', 'Lucent Pictures Entertainment', 'Docomo Anime Store', 'Koei Tecmo Games']","['Millepensee', 'GEMBA']"
34060,Dead World,ONA,3.63,361,8941,925,1,Original,16-Sep-16,https://myanimelist.net/anime/34060/Dead_World,['Horror'],,
34076,Uchouten Kazoku 2,TV,8.22,12883,2079,33481,12,Novel,"Apr 9, 2017 to Jun 25, 2017",https://myanimelist.net/anime/34076/Uchouten_Kazoku_2,"['Slice of Life', 'Comedy', 'Drama', 'Fantasy']","['Lantis', 'KBS', 'Good Smile Company', 'Docomo Anime Store', 'Yomiuri TV Enterprise', 'DMM.com', 'Cygames']",['P.A. Works']
34077,Cardfight!! Vanguard G: Next,TV,6.9,1032,5627,3946,52,Original,"Oct 2, 2016 to Oct 1, 2017",https://myanimelist.net/anime/34077/Cardfight_Vanguard_G__Next,"['Action', 'Game', 'Shounen']",,['OLM']
34078,Ukkari Pénélope (2013),TV,6,11,14554,87,13,Picture book,"Jul, 2013 to 2013",https://myanimelist.net/anime/34078/Ukkari_P%C3%A9n%C3%A9lope_2013,"['Kids', 'Slice of Life']",,
34083,Tansa Quest!,ONA,4.85,34,13522,86,1,Game,26-Mar-15,https://myanimelist.net/anime/34083/Tansa_Quest,"['Fantasy', 'School']",['Aniplex'],['A-1 Pictures']
34085,Sakura Nagashi,Music,7.16,2041,5986,3826,1,Original,18-Sep-16,https://myanimelist.net/anime/34085/Sakura_Nagashi,"['Action', 'Sci-Fi', 'Music', 'Drama', 'Mecha']",['EMI'],['Khara']
34086,Tales of Zestiria the Cross 2nd Season,TV,7.44,36808,1032,82730,13,Game,"Jan 8, 2017 to Apr 29, 2017",https://myanimelist.net/anime/34086/Tales_of_Zestiria_the_Cross_2nd_Season,"['Action', 'Adventure', 'Magic', 'Fantasy']","['Bandai Visual', 'Lantis', 'Bandai Namco Entertainment', 'Anime Consortium Japan']",['ufotable']
34088,Chiruran: Nibun no Ichi,TV,5.71,2090,5268,5528,12,Manga,"Jan 10, 2017 to Mar 28, 2017",https://myanimelist.net/anime/34088/Chiruran__Nibun_no_Ichi,"['Action', 'Comedy', 'Historical']","['DAX Production', 'KBS', 'Coamix', 'Warner Music Japan', 'Smiral Animation']",['LandQ studios']
34091,Norasco Specials,Special,5.67,6,15260,64,6,Original,"Dec 10, 2014 to Aug 12, 2015",https://myanimelist.net/anime/34091/Norasco_Specials,"['Comedy', 'Slice of Life']",,['Kachidoki Studio']
34092,Norasco (Movie),Movie,5.67,3,14836,76,,Original,"Sep 17, 2016 to ?",https://myanimelist.net/anime/34092/Norasco_Movie,"['Slice of Life', 'Comedy']",,['Kachidoki Studio']
34093,Pretty x Cation The Animation Special,Special,,,,0,1,Visual novel,,,['Hentai'],,
34096,Gintama.,TV,9.02,40274,800,91387,12,Manga,"Jan 9, 2017 to Mar 27, 2017",https://myanimelist.net/anime/34096/Gintama,"['Action', 'Comedy', 'Historical', 'Parody', 'Samurai', 'Sci-Fi', 'Shounen']","['TV Tokyo', 'Aniplex', 'Dentsu', 'Shueisha']",['Bandai Namco Pictures']
34100,Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,Movie,8.06,8921,1966,29610,1,Manga,26-Aug-17,https://myanimelist.net/anime/34100/Fate_kaleid_liner_Prisma%E2%98%86Illya_Movie__Sekka_no_Chikai,"['Action', 'Comedy', 'Fantasy', 'Magic']",,['Silver Link.']
34102,Sakurada Reset,TV,7.39,17492,1084,79161,24,Light novel,"Apr 5, 2017 to Sep 13, 2017",https://myanimelist.net/anime/34102/Sakurada_Reset,"['Mystery', 'Super Power', 'Supernatural', 'School']","['Media Factory', 'flying DOG', 'Asmik Ace Entertainment', 'Showgate', 'Teichiku Entertainment', 'Hakuhodo DY Music &amp; Pictures', 'Kansai Telecasting', 'BS11', 'Sony PCL', 'Radio Osaka', 'A-Sketch', 'Parco', 'e-notion']",['David Production']
34103,Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,Special,7.86,40189,1161,66644,1,Game,29-Sep-16,https://myanimelist.net/anime/34103/Danganronpa_3__The_End_of_Kibougamine_Gakuen_-_Kibou-hen,"['Action', 'Psychological', 'Horror', 'Mystery']",,['Lerche']
34104,Knight's & Magic,TV,7.31,44531,836,96750,13,Light novel,"Jul 2, 2017 to Sep 24, 2017",https://myanimelist.net/anime/34104/Knights___Magic,"['Action', 'Fantasy', 'Mecha', 'School']","['Bandai Visual', 'Genco', 'Lantis', 'AT-X', 'Magic Capsule', 'Q-Tec', 'Hakuhodo DY Music &amp; Pictures']",['8bit']
34106,Kyoukai no Rinne 3rd Season,TV,7.1,3531,3565,13091,25,Manga,"Apr 8, 2017 to Sep 23, 2017",https://myanimelist.net/anime/34106/Kyoukai_no_Rinne_3rd_Season,"['Comedy', 'Supernatural', 'Romance', 'School', 'Shounen']","['Shogakukan Productions', 'NHK', 'Shogakukan']",['Brain&#039;s Base']
34107,Iizuka-senpai x Blazer: Ane Kyun! yori The Animation,OVA,6.89,1142,6317,2643,1,Manga,4-Nov-16,https://myanimelist.net/anime/34107/Iizuka-senpai_x_Blazer__Ane_Kyun_yori_The_Animation,['Hentai'],['BOOTLEG'],
34112,Oroka,Movie,5.93,15,15204,59,1,Original,30-Aug-10,https://myanimelist.net/anime/34112/Oroka,['Drama'],,
34113,RE:Map,Movie,4,5,15444,47,1,Original,29-Aug-08,https://myanimelist.net/anime/34113/RE_Map,['Drama'],,
34114,Kiraware Mono no Rasu,Movie,6.25,4,15918,41,1,Original,2012,https://myanimelist.net/anime/34114/Kiraware_Mono_no_Rasu,"['Drama', 'Fantasy']",,
34115,Hitori de Nayamanaide Issho ni Kangaeyou,Movie,4.82,56,14155,112,1,Original,2013,https://myanimelist.net/anime/34115/Hitori_de_Nayamanaide_Issho_ni_Kangaeyou,['Drama'],,
34116,Inochi,Music,4.34,32,15067,70,1,Original,5-Sep-15,https://myanimelist.net/anime/34116/Inochi,"['Drama', 'Music', 'Slice of Life']",,
34117,Otousan wa Ai no Hito,ONA,6.34,100,11877,208,1,Original,26-Jul-16,https://myanimelist.net/anime/34117/Otousan_wa_Ai_no_Hito,"['Drama', 'Slice of Life']",,
34118,Pride,ONA,5.4,84,12431,171,1,Original,29-Oct-15,https://myanimelist.net/anime/34118/Pride,['Slice of Life'],,
34119,Escalator-jou no Hokou no Kiken-sei,Special,3.39,28,14949,75,1,Original,Not available,https://myanimelist.net/anime/34119/Escalator-jou_no_Hokou_no_Kiken-sei,['Drama'],,
34120,Kizuna (ONA),ONA,5.68,96,12099,196,1,Original,19-Sep-13,https://myanimelist.net/anime/34120/Kizuna_ONA,['Drama'],,
34121,Itsumo Kokoro ni Ho,ONA,5.55,101,12209,193,1,Original,"Aug, 2013",https://myanimelist.net/anime/34121/Itsumo_Kokoro_ni_Ho,"['Music', 'Slice of Life']",,
34122,Minna de Bokumetsu Inshu Unten,Special,5.35,67,13610,138,1,Original,2013,https://myanimelist.net/anime/34122/Minna_de_Bokumetsu_Inshu_Unten,['Drama'],,
34124,Uobbuchou,ONA,3.4,15,14768,43,1,Original,13-Dec-12,https://myanimelist.net/anime/34124/Uobbuchou,['Comedy'],,
34125,High School Fleet OVA,OVA,7.21,3780,3860,10160,2,Original,"Mar 31, 2017 to May 24, 2017",https://myanimelist.net/anime/34125/High_School_Fleet_OVA,"['Action', 'Military', 'School']",['Cromea'],['Production IMS']
34126,Rewrite 2nd Season,TV,7.44,24430,1395,60157,11,Visual novel,"Jan 14, 2017 to Mar 25, 2017",https://myanimelist.net/anime/34126/Rewrite_2nd_Season,"['Action', 'Comedy', 'Supernatural', 'Romance', 'Fantasy']","['Aniplex', 'Mainichi Broadcasting System', 'Movic', 'Visual Art&#039;s', 'Magic Capsule', 'ASCII Media Works', 'Bushiroad', 'Tokyo MX', 'BS11', 'Lawson']",['8bit']
34129,Xia Lan,TV,5.56,9,12477,94,156,Original,"Jan 29, 2012 to Jul 15, 2016",https://myanimelist.net/anime/34129/Xia_Lan,"['Action', 'Adventure', 'Historical', 'Supernatural', 'Drama', 'Magic', 'Martial Arts', 'Fantasy']",,['Beijing Rocen Digital']
34134,One Punch Man 2nd Season,TV,,6,92,232449,,Web manga,"Apr 10, 2019 to Jul 3, 2019",https://myanimelist.net/anime/34134/One_Punch_Man_2nd_Season,"['Action', 'Comedy', 'Parody', 'Sci-Fi', 'Seinen', 'Super Power', 'Supernatural']",,['J.C.Staff']
34136,Orange: Mirai,Movie,7.54,10774,1580,49987,1,Manga,18-Nov-16,https://myanimelist.net/anime/34136/Orange__Mirai,"['Sci-Fi', 'Drama', 'Romance', 'School', 'Shoujo']",['TMS Entertainment'],['Telecom Animation Film']
34140,Eyedrops,ONA,5.22,57,11015,335,4,Original,"Sep 26, 2016 to Nov 27, 2016",https://myanimelist.net/anime/34140/Eyedrops,['Space'],,
34148,Nyanko Days,TV,6.64,16108,2013,34205,12,4-koma manga,"Jan 8, 2017 to Mar 26, 2017",https://myanimelist.net/anime/34148/Nyanko_Days,"['Slice of Life', 'Comedy']",['Quatre Stella'],['EMT²']
34151,Landreaall,OVA,5.94,18,9155,1125,,Manga,25-Feb-17,https://myanimelist.net/anime/34151/Landreaall,"['Action', 'Adventure', 'Romance', 'Martial Arts', 'Fantasy']",,['Will Palette']
34152,Super Danganronpa 2.5: Komaeda Nagito to Sekai no Hakaimono,OVA,7.4,15346,1984,31692,1,Original,12-Jan-17,https://myanimelist.net/anime/34152/Super_Danganronpa_25__Komaeda_Nagito_to_Sekai_no_Hakaimono,"['Action', 'Mystery', 'Horror', 'Psychological']",,['Lerche']
34153,Eyedrops Episode 0,ONA,4.87,60,12287,183,1,Original,5-Sep-16,https://myanimelist.net/anime/34153/Eyedrops_Episode_0,['Space'],,
34156,PePePePengiin,TV,5.26,35,11667,305,13,Original,"Oct 2, 2016 to Dec 25, 2016",https://myanimelist.net/anime/34156/PePePePengiin,['Comedy'],"['TV Osaka', 'Sanrio', 'Being']",['DLE']
34158,Making of Lensman,Special,,,,0,1,Book,,,"['Action', 'Adventure', 'Sci-Fi', 'Space']",,
34161,Overlord Movie 1: Fushisha no Ou,Movie,7.7,6913,2024,33014,1,Light novel,25-Feb-17,https://myanimelist.net/anime/34161/Overlord_Movie_1__Fushisha_no_Ou,"['Action', 'Game', 'Supernatural', 'Magic', 'Fantasy']",,['Madhouse']
34162,Minikui Ahiru no Ko,Movie,5.67,9,15277,42,1,Book,1968,https://myanimelist.net/anime/34162/Minikui_Ahiru_no_Ko,['Kids'],['Gakken'],
34163,Tsubuyaki-tai,ONA,4.2,5,14767,79,52,Original,2011 to 2012,https://myanimelist.net/anime/34163/Tsubuyaki-tai,['Comedy'],,
34164,Tsubuyaki-tai Specials,Special,4.75,8,15401,55,2,Original,25-Mar-11,https://myanimelist.net/anime/34164/Tsubuyaki-tai_Specials,['Comedy'],,
34165,Oishi-sa Hajikeru! One Piece,Special,6.19,158,8013,766,1,Original,11-Sep-16,https://myanimelist.net/anime/34165/Oishi-sa_Hajikeru_One_Piece,['Music'],,
34166,Isobe Isobee Monogatari Jump Festa Special,Special,4.73,48,9033,1304,3,Manga,25-Aug-16,https://myanimelist.net/anime/34166/Isobe_Isobee_Monogatari_Jump_Festa_Special,"['Comedy', 'Historical', 'Shounen']",,
34167,Cocolors,Movie,7.19,21,7131,2272,1,Original,5-May-17,https://myanimelist.net/anime/34167/Cocolors,['Sci-Fi'],,"['Kamikaze Douga', 'Nishiki Studio']"
34168,Hataraku Otona no Renai Jijou The Animation,OVA,6.56,962,6510,2725,1,Visual novel,22-Dec-16,https://myanimelist.net/anime/34168/Hataraku_Otona_no_Renai_Jijou_The_Animation,['Hentai'],['Pink Pineapple'],
34173,Buddy Go! 2,Special,6.37,447,8327,1197,4,Manga,"Oct 4, 2016 to Oct 25, 2016",https://myanimelist.net/anime/34173/Buddy_Go_2,"['Comedy', 'Romance', 'Shoujo']",,
34176,Zero kara Hajimeru Mahou no Sho,TV,7.21,58195,648,132771,12,Light novel,"Apr 10, 2017 to Jun 26, 2017",https://myanimelist.net/anime/34176/Zero_kara_Hajimeru_Mahou_no_Sho,"['Action', 'Fantasy']","['Lantis', 'Half H.P Studio', 'Happinet Pictures', 'Infinite']",['White Fox']
34177,Tenshi no 3P!,TV,6.79,10494,2119,30693,12,Light novel,"Jul 10, 2017 to Sep 25, 2017",https://myanimelist.net/anime/34177/Tenshi_no_3P,"['Music', 'School', 'Slice of Life']","['Sotsu', 'Lantis', 'AT-X', 'Barnum Studio', 'KlockWorx', 'GAGA', 'ASCII Media Works', 'Studio Mausu', 'Showgate', 'Happinet Pictures', 'Hakuhodo DY Music &amp; Pictures']",['Project No.9']
34178,Inazuma Eleven: Outer Code,ONA,7.1,502,6333,2572,6,Game,"Nov 4, 2016 to Aug 19, 2017",https://myanimelist.net/anime/34178/Inazuma_Eleven__Outer_Code,['Sports'],['Level-5'],
34179,Ima no Watashi ni Dekiru Koto...,ONA,5.63,138,10614,465,2,Original,"Sep 29, 2016 to Nov 17, 2016",https://myanimelist.net/anime/34179/Ima_no_Watashi_ni_Dekiru_Koto,['Sci-Fi'],,['TYO Animations']
34182,Nikoniko♪Connie-chan,TV,6.8,5,15482,49,5,Other,"Apr, 2009",https://myanimelist.net/anime/34182/Nikoniko%E2%99%AAConnie-chan,['Kids'],,
34183,Nezumi-kun no Kimochi,OVA,2,2,15617,51,1,Book,2008,https://myanimelist.net/anime/34183/Nezumi-kun_no_Kimochi,['Kids'],,
34184,Hikari Sasu Sora e,OVA,6,3,15409,51,1,Original,2015,https://myanimelist.net/anime/34184/Hikari_Sasu_Sora_e,"['Drama', 'Kids']",,
34185,Fushou Shita Senro to Tsuki,OVA,8,1,15756,43,1,Book,2010,https://myanimelist.net/anime/34185/Fushou_Shita_Senro_to_Tsuki,['Kids'],,
34186,Tsuki to Azarashi,OVA,6,1,15747,45,1,Book,2012,https://myanimelist.net/anime/34186/Tsuki_to_Azarashi,['Kids'],,
34187,Shima no Kuregata no Hanashi,OVA,6,5,15766,39,1,Original,2010,https://myanimelist.net/anime/34187/Shima_no_Kuregata_no_Hanashi,"['Fantasy', 'Kids']",,['Toei Video']
34188,Tomodachi Miitsuketa,OVA,3.5,2,15895,33,1,Original,Not available,https://myanimelist.net/anime/34188/Tomodachi_Miitsuketa,"['Fantasy', 'Kids']",,
34189,Kizu-darake no Ringo,OVA,8,2,15955,33,1,Picture book,2005,https://myanimelist.net/anime/34189/Kizu-darake_no_Ringo,"['Fantasy', 'Kids']",,
34190,1-ri Botchi no Ookami to 7-hiki no Ko Yagi,OVA,5.2,10,14513,68,1,Book,15-Jan-94,https://myanimelist.net/anime/34190/1-ri_Botchi_no_Ookami_to_7-hiki_no_Ko_Yagi,"['Fantasy', 'Kids']",,
34191,Santa-san wa Dai Isogashi,OVA,5,2,15371,53,1,Picture book,Not available,https://myanimelist.net/anime/34191/Santa-san_wa_Dai_Isogashi,"['Fantasy', 'Kids']",,
